True,Predicted,Correct
3qIgE,3qIgE,True
3QiU5,3QiU5,True
3qjcs,3qjcs,True
3QjTE,3QjTE,True
3qknN,3qknN,True
3QmDx,3QmDX,False
3Qmsp,3Qmsp,True
3QnyR,3QnyR,True
3qP7T,3qP7T,True
3qpdw,3qpdw,True
3QRYz,3QRYz,True
3qY1Z,3qY1Z,True
3qyse,3qysE,False
3QZYG,3QZYG,True
3r1bF,3r1bF,True
3r3Ej,3r3Fj,False
3r3vK,3R3VK,False
3rb4f,3rb4f,True
3RC7W,3RC7W,True
3rfWV,3rfWV,True
3Rgft,3RGft,False
3rjEz,3rjEz,True
3RjkV,3RjkV,True
3RPmP,3RP,False
3rQ3g,3rQ3g,True
3RtZu,3RtZu,True
3RyLL,3RyLL,True
3RzF1,3RZF1,False
3s2fO,3s2fO,True
3ScBA,JScBA,False
3SFyZ,3SFyZ,True
3sHfB,3sHfB,True
3sP5k,3sP5k,True
3SSJJ,3SSJ,False
3ssnC,3SSnc,False
3St64,3St64,True
3sU5T,3SU5T,False
3SW2k,3SW2k,True
3SwMr,3SwMr,True
3t1XA,3t1XA,True
3t4An,3t4Am,False
3T8KB,3T8KB,True
3teh5,3teh5,True
3Tely,3Te1y,False
3TFkg,3TFkg,True
3Tfnl,3tFnL,False
3TFxi,3TFxi,True
3TIQq,2TIQq,False
3tJkG,3tJkG,True
3Tk4q,3Tk4q,True
3TK5v,3Tk5v,False
3tNn1,3tNn1,True
3TS4s,3F54s,False
3tUdC,3tuDC,False
3tUFu,3tUFu,True
3Tuwb,3Tuwb,True
3Txny,3Txny,True
3Ubcw,3UBCW,False
3uBLN,3uBLN,True
3UbYs,3UbYs,True
3UENR,3UENR,True
3uGE9,3UGE9,False
3uiw5,3uiw5,True
3uMOu,3uMOu,True
3UPdW,3UPdW,True
3UqqS,3UqqS,True
3UqWj,3UqWJ,False
3ur8X,3ur8X,True
3uUTz,3uUTz,True
3uYSY,3uYSY,True
3UzpI,3UzpI,True
3v6da,3v6da,True
3VAqs,3VAqs,True
3VB3A,3VB3A,True
3vdKJ,3VdKj,False
3vf3E,3vf3E,True
3vFXp,3vFXp,True
3vg6j,3Vg6j,False
3Vn5I,3Vn5I,True
3VPIC,3VPIC,True
3vPTY,3vPTY,True
3VqcB,3VQCB,False
3vsIN,3vsIN,True
3VsJd,3VsJd,True
3VUI4,3VU14,False
3vVWd,3vVWd,True
3VWrR,3VWrR,True
3vwvm,3vwvm,True
3Wa1Q,xWa1Q,False
3WDcx,3WDcx,True
3WiS7,3WiS4,False
3wjig,3wjig,True
3wl6G,3wl6G,True
3wn5s,3wn5s,True
3wNxi,3wNxi,True
3wqLy,3wqLy,True
3WqZd,3WqZd,True
3wSdE,3wSdE,True
3wWlW,3WwlW,False
3x6Za,3x6Za,True
3X8GD,3X8GD,True
3x9KV,3x9KV,True
3x9V4,3x9V4,True
3xAfA,3xAfA,True
3xbYz,3xbYz,True
3XdtN,3XdtN,True
3xGva,3xGva,True
3xjTp,3xjTp,True
3XnDT,3XNdT,False
3XP8p,3XP8p,True
3XPag,3XPag,True
3xsVm,3xsVm,True
3XTqf,3XTqf,True
3XVkK,3XVyK,False
3xxsj,3xxsj,True
3XYpz,3XYpz,True
3y5OQ,3y5OQ,True
3YbAT,3YbAT,True
3YdQ3,3YdQ3,True
3yi36,3yi36,True
3YiPc,3yiPC,False
3YJmB,3YJmB,True
3YMpA,3YMpA,True
3YmzM,3YmZM,False
3YNWs,3YnWS,False
3yODU,3yODU,True
3yQpF,3yQpF,True
3yRg1,3yRg1,True
3yRu6,3yRu6,True
3Ysqb,3Ysqb,True
3YvcV,3YvcV,True
3YVST,3YVST,True
3z924,3z924,True
3zaFx,3zaFx,True
3zbWv,3zhWv,False
3zcIq,3zcIq,True
3znyj,3znyj,True
3zrE6,3zrE6,True
3ZsEp,3ZsEp,True
3ZtrG,3ZtrG,True
3zVMy,3zVMv,False
3zzjs,3zzjs,True
41Fja,41Fja,True
41JQY,41JQY,True
41L1a,41L1a,True
41s3s,4Ms3s,False
41tys,41tys,True
42hGC,42hGC,True
42jHk,42jHk,True
42JO2,42JO2,True
42kms,42kMs,False
42uFQ,42uFQ,True
42WPT,42wpT,False
434ym,434ym,True
43BVU,43BVU,True
43LX3,43LX3,True
43nMb,43nMb,True
43tnZ,43tn7,False
442FI,442FI,True
443Ee,443Ee,True
44crS,44cS,False
44dzj,44dzj,True
44h9s,44h9S,False
44kQ6,44Q6,False
44qH1,44qH1,True
44QqE,44Qe,False
44rbz,44rz,False
44SWc,44SWc,True
44vZ8,44vZ8,True
44xC2,44Xc2,False
44ZBJ,44ZBJ,True
45eV5,45eV5,True
45FMH,45FMH,True
45Gb8,45Gb8,True
45Hjd,45Hjd,True
45iuC,45iuC,True
45OnR,45OnR,True
45Psn,45PSN,False
45VTn,45VTn,True
45xuv,15xuv,False
45ytc,45ytc,True
45Zzg,45Zzg,True
461Bk,461Bk,True
4675A,4675A,True
46fRy,46fRy,True
46GuU,46GuU,True
46td8,46td8,True
46ZMI,46ZMI,True
4725M,4725M,True
47FPJ,47FPJ,True
47G2E,47G2E,True
47gVv,47gVv,True
47Nbp,47Nbp,True
47x3R,47x3R,True
489zT,489zT,True
48NUJ,48NUJ,True
48O79,48O79,True
4938B,4938B,True
498qp,498qp,True
49bPr,49bPr,True
49Hzr,49Hzr,True
49izh,49iZH,False
49OcY,49OCY,False
49T8x,49T8x,True
4a6sk,4a6sk,True
4ACFx,4ACFx,True
4AEWw,4AEWw,True
4agrF,4agrF,True
4aPMy,4aPMy,True
4aQel,4aQel,True
4aUz4,4aUz4,True
4aXKU,4aXKU,True
4ayvU,4ayvU,True
4B6Jx,4b6Jx,False
4b8Zg,4b8Zg,True
4baeO,4baeO,True
4bayp,4bAyp,False
4bguB,4bguB,True
4bHis,4bHis,True
4bI8f,4bI8f,True
4birR,4birR,True
4BmqG,4BmqG,True
4BpNn,4BpNn,True
4BpO6,4BpO6,True
4BWKE,4BWKE,True
4CH5A,4cH5A,False
4cmhn,4cmhn,True
4CmNB,4CmNB,True
4cQrM,4cqrm,False
4CS8J,4CS8J,True
4cZ1e,4cZ1e,True
4d3tS,4d3tS,True
4d8bK,4d8bK,True
4dbCI,4dbCI,True
4DfLn,4DfLn,True
4DG1A,4DG1A,True
4dH1w,4dH1w,True
4dh8Y,4dh8Y,True
4diAU,4diAU,True
4dLPx,4dLPX,False
4DPm7,4DPm7,True
4DXLz,4DXLz,True
4E4Cc,4E4cC,False
4e5eQ,4e5eQ,True
4E7eX,4E7eX,True
4e9rR,4e9fR,False
4ebgP,4ebgP,True
4eBUD,4eBUD,True
4EfGk,4EfGk,True
4Eg5E,4Eg5E,True
4EgLl,4EgLH,False
4egQu,4egOu,False
4eh9n,4eH9n,False
4eiak,4eiak,True
4eiDq,4eiDq,True
4eIMX,4elMX,False
4EJfG,4EJfG,True
4etPU,4ezPU,False
4Evlh,4Ev1h,False
4ExPH,4eXph,False
4f7G1,4f7G1,True
4fbsF,4fbsF,True
4fd8r,4fd8r,True
4fGjA,4fGjA,True
4FI9K,4FI9K,True
4FIcu,4FICu,False
4fKKB,4fKKB,True
4FLLh,4FLLh,True
4fMfl,4fMil,False
4fOyI,4fOyl,False
4fsKZ,4fsKZ,True
4FwiB,4fwtb,False
4G7Kd,4G7Kd,True
4GaHI,4GaHI,True
4GbU1,4GbU1,True
4gg3O,4Gg3O,False
4ggQk,4ggQk,True
4GhMr,4GhMr,True
4gk5c,4gk5e,False
4GM8T,4GM8T,True
4Gn1s,4Gn1s,True
4grLj,4gRLJ,False
4gWh5,4gWh5,True
4H4Fj,4H4Fj,True
4h9aq,4h9aq,True
4hEj3,4hEj3,True
4hgJX,4hgJX,True
4hiYU,4HiYU,False
4hOn7,4hOn7,True
4hPKQ,4hPKQ,True
4Hqmf,41qmf,False
4hrGa,4hPGA,False
4Ht1y,4Ht1y,True
4HtTQ,4HtTQ,True
4hTvh,4hTvh,True
4hUm4,4hum4,False
4hUw2,4hUw2,True
4hVph,4hVph,True
4hwSl,4hwSl,True
4hXzR,4hXzR,True
4HyXB,4HyXB,True
4i9np,4i9np,True
4IBiV,41BlV,False
4iBN9,4iBN9,True
4ie2h,4ie2h,True
4imWs,4imwS,False
4IRJb,4IRJb,True
4Irl9,4lI9,False
4iRvf,4iRvf,True
4iZJy,4iZJy,True
4JB9l,4JB9l,True
4JbAR,4JbAR,True
4JdrV,4JdrV,True
4jguL,4jguL,True
4ji2x,4ji2x,True
4JPBJ,4JPBJ,True
4JSSm,4JSSm,True
4Jxfk,4Jxfk,True
4k5QA,4K5qa,False
4K6lH,4K6lH,True
4K7r5,4K7r5,True
4K9jg,4K9ig,False
4Ka48,4Ka48,True
4kDcm,4kDcm,True
4kF23,4kF23,True
4KFxT,4KFxT,True
4ki2k,4ki2k,True
4kJdF,4kJdF,True
4kX3u,4kX3u,True
4kXEW,4kXEW,True
4Kzwk,4Kzwk,True
4L9Hh,4L9Hh,True
4LABD,4LABD,True
4lDHe,4iDHe,False
4LDsI,4LD2l,False
4LEZF,4LEZf,False
4lGm5,4lGm5,True
4lIap,1lIaP,False
4Lipl,4Lipi,False
4lK4e,4lK4e,True
4LM6N,4LM6N,True
4lqiX,4lqrX,False
4lRP4,4lrp4,False
4ls8W,4ls8W,True
4LTDK,4LTDK,True
4lueJ,4IueJ,False
4LvPq,4LvPq,True
4Lwe4,4Lwe4,True
4LWP4,4lWp4,False
4LzA4,4lZA4,False
4LziG,4LziG,True
4m3ju,4m3ju,True
4Ma12,4Ma12,True
4Mbei,4Mbei,True
4mcHj,4meHj,False
4mH6z,4mH6z,True
4mh9L,4mH9L,False
4MIrQ,4MIrQ,True
4Ml6k,4Ml6k,True
4MMhn,4mmHn,False
4mOsR,4mQsR,False
4mPI8,4mPl8,False
4mQrY,4mQrY,True
4MQts,4MQts,True
4mT9h,4MT9H,False
4mtvA,4mtvA,True
4mVaj,4mVaj,True
4MVfU,4mVfu,False
4MyUO,4MyUO,True
4MYZI,4MYZF,False
4n9qT,4n9qT,True
4NaVE,4NaVE,True
4NdWa,4NdWa,True
4ngJw,4ngJw,True
4NGQd,4NGQd,True
4NhrH,4NnrH,False
4nKgQ,4nKgQ,True
4NOwd,4NOwd,True
4nP22,4nP22,True
4NpSj,4NpSj,True
4NSL3,4NSl3,False
4NTKb,4ntkB,False
4nTXI,4nT8t,False
4NYxG,4nYxG,False
4nZ6b,4nZ6b,True
4O3EB,4O3EB,True
4ODZ9,4ODZ9,True
4OKIv,4OK1v,False
4OVsG,4OVsG,True
4OxiL,4OxLI,False
4p6bd,4p6bd,True
4P6Jz,4P6Jz,True
4PBpL,4PBpL,True
4pcQQ,4pcQO,False
4pmRD,4pmRD,True
4PPEA,4PPEA,True
4PqKD,4PqKD,True
4pqqn,4pqqn,True
4pSpW,4pSpW,True
4Pu2J,4Pu2J,True
4PxKx,4PxKx,True
4PxsH,4PxsH,True
4pZJG,4pzJG,False
4QaW1,4qAW1,False
4QBDn,4QBdn,False
4qcfN,4qcfN,True
4QebR,4qEBR,False
4Qexs,4Qexs,True
4qj9d,4gj9d,False
4qmQT,4qmQT,True
4qOVJ,4qOVJ,True
4qqIm,4qqIm,True
4QqTx,4OqTx,False
4qRtl,4qRtl,True
4qSfd,4qSfd,True
4Qt5P,4Qt5P,True
4QtuK,4qTUk,False
4qVZ1,4qVZ1,True
4qW7h,4qW7h,True
4qWTi,4qWTi,True
4r2V2,4r2V2,True
4R86t,4R86t,True
4r92L,4r92L,True
4Rftz,4Rftz,True
4RgxW,4RgxW,True
4RH3L,4RH3L,True
4RKyY,4rkYY,False
4RrCq,4RrCq,True
4rUgK,4rUgK,True
4Ruvz,4Ruvz,True
4RuY9,4RmY9,False
4ruz8,4ruZ8,False
4rVBD,4rVBD,True
4rXQC,4rXQC,True
4RxTr,4RxTr,True
4rXuh,4rXuh,True
4ryQV,4ryQV,True
4S61l,4S61l,True
4S7Ex,4S7Ex,True
4s7mY,4s7mY,True
4S7Zg,4S7Zg,True
4Sazc,4Sazc,True
4SfNl,4SfNl,True
4SgF5,4SgF5,True
4ShI3,4ShIB,False
4SkTu,4SkTu,True
4SlVi,4SiVi,False
4stkQ,4STKq,False
4SU4V,4SU4V,True
4sZcc,4sZcc,True
4sZQp,4sZQp,True
4T1N4,4T1N4,True
4t51C,4t51C,True
4t7Br,4t7Br,True
4T7MY,4T7MY,True
4TDmy,4TDmy,True
4TdyC,4TdyC,True
4tfAW,4TFAw,False
4TFcC,4TFcC,True
4TFpf,4TFpf,True
4tfZG,4tfZG,True
4TNOU,4TNOU,True
4TOZt,4TOZt,True
4Tu8W,XTu8W,False
4Ty5B,4Ty5B,True
4Tzmr,4Tzmr,True
4Ub9v,4Ub9v,True
4uddD,4uddD,True
4uDE6,4uDE6,True
4uGXf,4UGXf,False
4UgYa,4UgYa,True
4Ui3j,4Ui3j,True
4Uik3,4Uk3,False
4uM4F,4uM4F,True
4UOMY,4UOMY,True
4Uu1T,4Uu1T,True
4UUDW,4UUDW,True
4UuUq,4UuUq,True
4UvQu,4UvQu,True
4Va5x,4Va5x,True
4VBa7,4VBa7,True
4vF6g,4vF6g,True
4VG7x,4VG7x,True
4VNJx,4VNJx,True
4vOkZ,4vOkZ,True
4vQNJ,4vQNJ,True
4vue5,4Vue5,False
4vVDB,4vVDB,True
4VvE7,4VvE7,True
4VWaY,4VWaY,True
4VXDh,4VxDI,False
4VY9U,4VY9U,True
4W3NL,4W3rI,False
4W4Hf,4W4Hf,True
4W5rC,4W5rC,True
4wAVc,4wAVc,True
4WDMg,4WDMg,True
4WDWJ,4WDWJ,True
4weSz,4weSx,False
4wflj,4wftl,False
4wPIW,4wPlW,False
4Wqas,4Wqas,True
4wUtz,4wUtz,True
4x5eM,4x5eM,True
4X6Oi,4X6OI,False
4x76l,4x76l,True
4xa8e,4xa8e,True
4XdAv,4xdav,False
4XdEt,4XdEt,True
4XDhD,4XDhD,True
4xH7W,4xH7W,True
4xhG8,4xhG8,True
4XlsC,4XIsC,False
4XlxW,4XlxW,True
4XMSG,4XMSG,True
4Y6vH,4Y6vH,True
4Y8LS,4Y8LS,True
4YaSf,4YaSf,True
4YcdD,4YcDd,False
4yhBV,4YHBV,False
4YIME,4YIME,True
4yjq5,4yjq5,True
4yKU7,4yKU7,True
4YmT1,4YmT1,True
4yOar,4yOar,True
4YSAq,4YSAq,True
4Ysq1,4Ysq1,True
4yvOw,4yvOw,True
4yWpi,4Ywpi,False
4Z2Bs,4Z2Bs,True
4z3q6,4z3q6,True
4ZDsQ,4ZDsQ,True
4zfA3,4zfA3,True
4zfDb,4ZfdB,False
4ZHMY,4zHMY,False
4Zhyn,4Zhyn,True
4zIg2,4zIg2,True
4zOCV,4zOCV,True
4ZQ6A,4ZQ6A,True
4ZT8r,4ZT8r,True
4ZwKZ,4zwKZ,False
4ZZVK,4ZZVK,True
51efT,51efT,True
51eHn,5IeHn,False
51F64,51F64,True
51PAS,51PAS,True
51Sc5,51Sc5,True
51zJ7,51zj7,False
522ku,522ku,True
522OF,522OF,True
524XB,524XB,True
5258n,5258n,True
525sj,525sj,True
526KW,526kW,False
529Ff,529FF,False
529kR,529kR,True
52EOp,52EOp,True
52Ezy,52Ezy,True
52Kbn,52Kbn,True
52KON,52kON,False
52MM1,52MM1,True
538GS,538GS,True
53rgC,53ngC,False
543Fi,543Fi,True
546U8,546U8,True
54FvE,54FvE,True
54h8U,54h8U,True
54WSc,54WSe,False
54Xpe,54Xpe,True
551vO,551vO,True
552tt,55t,False
55ECW,55ECW,True
55eHm,55cHm,False
562ak,562ak,True
56HnO,56HnO,True
56nyf,56nyf,True
56qYI,56qYI,True
56rHw,56rHw,True
56Var,56Var,True
56xG7,56xG7,True
57412,57412,True
57EqY,57EgY,False
57mp5,57mp5,True
57Pa8,57Pa8,True
57QI1,B7QI1,False
57vCT,57vCT,True
57Zx5,57Zx5,True
581Jd,581Jd,True
589Ci,589Ci,True
589rx,589rx,True
58Bjz,58Bjz,True
58H1z,58H1z,True
58j6f,58j6f,True
58JU5,58JU5,True
58lrz,58Irz,False
58MfR,58MfR,True
58nes,58nes,True
58P4G,58p4g,False
58wXt,58wXt,True
59dsU,59dsU,True
59Fx6,59Fx6,True
59JLB,59JLB,True
59LwT,59LwT,True
59umh,59umh,True
59Wkv,59Wkv,True
59Z7Y,5gZ7Y,False
5A19W,5419W,False
5a4jX,5A4jx,False
5A7Mi,5A7Mi,True
5AAWU,5AAWU,True
5acM5,5acM5,True
5aEUw,5aEUw,True
5AKxh,5AKxh,True
5AOD3,5MOD3,False
5AQYv,5Aqyv,False
5AwMa,5AwMa,True
5AXRR,5AXRR,True
5b2PS,5b2PS,True
5B7Pe,5B7Pe,True
5b8Mt,5B8mt,False
5B98p,5B98p,True
5be87,5be87,True
5BhvF,5BhvF,True
5BlZK,5BlZK,True
5bmzE,5bmzE,True
5BNBl,5BNB1,False
5Bphl,5BphI,False
5brph,5brph,True
5bu1N,5bu1N,True
5bUjO,5bUjO,True
5bwPa,5bwPa,True
5bXmi,5bXmi,True
5BxWu,5BxWu,True
5BzOB,5BzOB,True
5came,5came,True
5cB2k,5cB2k,True
5CbyN,5ChyN,False
5CGeP,5cgep,False
5cHfK,5cHfK,True
5cKQF,5cKQF,True
5ckwW,5ckwW,True
5cLbI,5cLlJ,False
5COMS,5COMS,True
5CR9F,5CR9F,True
5CT23,5CT23,True
5Cwk1,5CWK1,False
5CYc2,5CYc2,True
5czZZ,5czZZ,True
5d1eH,5d1eH,True
5D3V5,5D3V5,True
5d5ci,5d5ci,True
5DA38,5da38,False
5dFkP,5dFkP,True
5dIfr,5dIfr,True
5DiWT,5DiWT,True
5DMAB,5DMAB,True
5DNMS,5DNMS,True
5dR9k,5Dr9K,False
5dS4D,5dS4D,True
5E2Cg,5E2Cg,True
5EaMb,5Eamb,False
5EAw6,5EAw6,True
5EBlG,5EBlG,True
5EbzD,5E5zD,False
5eDwW,5EdwW,False
5EfDe,5EfDe,True
5eJJh,5eJJh,True
5EkN3,5EkN3,True
5EqaX,5egAx,False
5ES8x,5ES8x,True
5eU2I,5eU2I,True
5euds,5euds,True
5evy1,5evy1,True
5eZ2e,5eZ2e,True
5ezD2,5eZD2,False
5Fble,5FBLe,False
5fcVD,5fcVD,True
5fEZI,5fEZI,True
5FhFT,5FhFT,True
5FJjS,5FJjS,True
5fpn1,5fpn1,True
5FrbL,5FrbI,False
5Frsi,5Frsi,True
5fSsd,5fSsd,True
5Ftdz,5Ftdz,True
5ftzn,5ftzn,True
5Fu7S,5Fu7S,True
5fusj,5fusj,True
5G4eO,5G4eO,True
5GaGM,5GaCM,False
5gBXI,5gBXI,True
5gDqH,5GdQh,False
5Ge8A,5GE8A,False
5GeA3,5GeA3,True
5gI5Z,5gl5Z,False
5GJ1Y,5GJ1Y,True
5gMAX,5Gmax,False
5GmI9,5GmI9,True
5gMnb,5gMnb,True
5gN2g,5gN2g,True
5GOq7,5GOq7,True
5gprs,5gprs,True
5gqTP,5gqTP,True
5gR6W,5gR6W,True
5h6df,5h6df,True
5h79U,5h79U,True
5H9xT,5H9xT,True
5Ha6h,5HA6H,False
5hD6A,5hD6A,True
5HGP4,5HGP4,True
5hGYy,5hGYy,True
5HHJc,5FHJc,False
5hIdm,5hldm,False
5HJuY,5HJuY,True
5HO7U,5HO7U,True
5HrAC,5HrAC,True
5hUup,5hUup,True
5hVbB,5hVbB,True
5hvKf,5hvKf,True
5hwR2,5hwR2,True
5HyeM,5HYem,False
5Hz4i,5Hz4i,True
5I5vR,5I5vR,True
5icxj,5iexJ,False
5IJBY,5TJBY,False
5ILQ4,5iLQ4,False
5iM31,5im31,False
5iMIk,5iMjk,False
5inu7,5inu7,True
5iqLZ,5IQLz,False
5ISsz,5ISsz,True
5ITQt,5tTQt,False
5IXvu,5lXvu,False
5j1Rx,5j1Rx,True
5j5GJ,5j5GJ,True
5j98w,5j98w,True
5J9ZP,5J9ZP,True
5JdF5,5JdF5,True
5jEsF,5jFsF,False
5jfXR,5jfXR,True
5jgtv,5jgtv,True
5jHsh,5jHsh,True
5jlXG,5jLXg,False
5JOzQ,5JOzQ,True
5JPJs,5JPJs,True
5kbCe,5KBcE,False
5KC7R,5kC7r,False
5KggS,5KGGS,False
5kI6a,5kl6a,False
5kk8g,5kk8g,True
5Km3v,5kM3V,False
5kQvg,5kQvg,True
5kr2m,5kr2m,True
5kUBN,5Kubn,False
5KVWp,5KVWp,True
5kWGF,5kWGF,True
5kWRD,5kWRD,True
5ky6H,5ky6H,True
5KZfR,5KZfR,True
5l7aA,6j7aA,False
5l7cZ,5l7cZ,True
5lBtN,5lBtN,True
5ljMl,5IjM,False
5LkXP,5LkXP,True
5LOFg,5LOFg,True
5lRnO,5IRnO,False
5Ls1L,5Ls1L,True
5LuRM,5LuRm,False
5lVvd,5LVvD,False
5LwZs,5LwZs,True
5lx9h,5lx9h,True
5LXkO,5tXkO,False
5LXL2,5LXL2,True
5M2pQ,5M2pQ,True
5m2tk,5m2tk,True
5MBnK,5MbnK,False
5mc5E,5uc5E,False
5mcLi,5mcLi,True
5meAR,5meAR,True
5MeCU,5MeCU,True
5MEJj,5meJJ,False
5mgl9,5mgI9,False
5mmJh,5mmJh,True
5mNpN,5mNpN,True
5MPpT,5MPpt,False
5mQ1Y,5mQ1Y,True
5mQD4,5mQD4,True
5MQyO,5MQyO,True
5mRfC,5mRfC,True
5MTTy,5MVTy,False
5MTZW,5MTZW,True
5MWt4,5Mwt4,False
5mYJv,5mYJv,True
5MZxJ,5MZxJ,True
5ndtm,5NdTM,False
5nf3h,5nf3h,True
5NGZl,5NGZt,False
5nJey,5nJey,True
5NjPX,5NjPX,True
5NKhG,5NKhG,True
5npfs,5npfs,True
5Nq89,5Nq89,True
5NQH6,5NQH6,True
5NQwy,5NQwy,True
5nry5,5nry5,True
5nsGD,5nsGD,True
5OBaL,5ObAl,False
5OCJm,5OCJm,True
5OgRI,5OgR,False
5OJ2d,5OJ2d,True
5OLsi,5OLSi,False
5Omgm,5Omgm,True
5OYO2,5OYO2,True
5p2I7,5p2I7,True
5p6Sr,5b6Sr,False
5PDrs,5PDrs,True
5PiMs,5pims,False
5PjGX,5Pjgx,False
5PpTn,5PpTn,True
5pYnk,5pYnk,True
5q8wM,5q8wM,True
5qCxs,5qCxs,True
5qeOL,5qeOL,True
5QeRG,5QeRG,True
5QfRL,5QfRL,True
5QfwZ,5QIwZ,False
5qHpt,5qHpt,True
5QiZF,5QjZF,False
5qk8r,5ek8r,False
5QKql,5qkql,False
5qsaI,5qsaI,True
5QsZ2,5QaZ2,False
5qtNj,5qtNj,True
5qu4b,5qu4b,True
5qvc9,5qvc9,True
5QXsg,5QXsg,True
5r3kD,5r3kD,True
5RaF3,5rAf3,False
5REjZ,5REjZ,True
5rG84,5rG84,True
5RKyc,5RKyc,True
5RL9t,5RL9t,True
5RrLy,5rrLY,False
5rrWO,5rWO,False
5rsxW,5rsxW,True
5RTsV,5RTsV,True
5RtZw,5RtZw,True
5S4dP,5S4DP,False
5S6c7,5S6c7,True
5SHrT,5SHrT,True
5sIk7,5sk7,False
5Sjb4,5Sjb4,True
5Sr4Y,5Sr4Y,True
5SRfg,5SRfg,True
5sSYw,5sSYw,True
5SwQM,5SwQM,True
5sWuv,5sWuv,True
5t2Eg,5t2Fg,False
5t8cf,5t8Ci,False
5TaEG,5VaEG,False
5Tcks,5Tcks,True
5Tetv,5Telv,False
5tG6P,5tG6P,True
5THKp,5tHKP,False
5THyt,5Thyt,False
5tiJX,5tiJX,True
5TLP1,5TLP1,True
5tLXF,5tLXF,True
5TMZQ,5TMZO,False
5TREy,5TREy,True
5trWA,5TRwa,False
5tWAb,5tWAb,True
5TwbD,5TwbD,True
5tWnX,5tWnX,True
5U2KW,5U2KW,True
5U3T8,5U3T8,True
5u43a,5u43a,True
5u7wi,5d7wi,False
5ubgP,5ubgP,True
5uFk6,5uFk6,True
5UgkB,5UgkB,True
5UkyE,5UkyE,True
5Un5M,5Un5M,True
5uQjb,5uQjb,True
5USq8,5USq8,True
5ut6z,5ut6z,True
5uThv,5utHv,False
5UuLM,5UuLM,True
5uvdg,5uvdg,True
5V67I,5V67I,True
5v7Rq,5vZRq,False
5vfkP,5vfkP,True
5vi94,5vI94,False
5VibO,5VIBO,False
5vKbi,5vKbi,True
5VlcZ,5VlcZ,True
5VMKA,5VMKA,True
5vp3L,5Vp3l,False
5vpDW,5vPdW,False
5vROn,5vROn,True
5Vv1M,5Vv1M,True
5vyrU,5VyrU,False
5vzE5,5vzE5,True
5w68e,5w68e,True
5W74g,5W74g,True
5w7vw,5w7vw,True
5wCBS,5wCBS,True
5wDSY,5wDSY,True
5whY4,5wHy4,False
5wIwK,5WiWk,False
5WJ9W,5WJ9W,True
5wP8a,5wP8a,True
5Wttc,5WITC,False
5Wzue,5WzUE,False
5x7RY,5x7RY,True
5xeX4,5xeX4,True
5XfWk,5XfWk,True
5xg8e,5xg8e,True
5xGqk,5xGqk,True
5XH5b,5XH5b,True
5XHHj,5XHI,False
5xiDc,5xiDc,True
5xJnR,5xJnR,True
5xLOP,5xLeP,False
5xSjl,5xSjl,True
5XsSy,5Xsy,False
5YfL2,5YfL2,True
5yFw6,5YfW6,False
5yhPI,5yhPI,True
5Yk8g,5Yk8g,True
5YNSt,5YNSi,False
5yNX5,7yNX5,False
5yTl8,5yIl8,False
5YWfi,5YWfi,True
5yZ1b,5yZ1b,True
5Yzp9,5Yzp9,True
5z1hM,5z1hM,True
5zaLz,5zaLz,True
5ZlFp,5ZLFP,False
5ZRfm,5ZRfm,True
5zsuV,5zSuV,False
615Rv,615Rv,True
617Vj,617vj,False
61JI4,61JI4,True
61kn7,61kn7,True
624TL,624TL,True
624UR,624UR,True
62Fwq,62fwq,False
62HCF,62HCF,True
62KaL,62KaL,True
62l8j,62l8j,True
62uZP,62UZP,False
62W45,62W45,True
63CGx,6jCGx,False
63EhB,63EhB,True
63gYA,63GYA,False
63RPS,63PPS,False
63V6u,63V6u,True
63wlh,63wlh,True
63zf3,63zF3,False
64bhq,64bhq,True
64dbX,64Dbx,False
64msD,64msD,True
652HZ,65UJZ,False
65Eja,65Eja,True
65EWy,65EWy,True
65svz,65svz,True
66bFZ,66bFZ,True
66GzD,66GzD,True
66ThY,66Thy,False
66Y5s,66Y5s,True
67FP8,67Fp8,False
67HGY,67HGY,True
67Kas,67kAS,False
68t3P,68t3P,True
68tZk,68tZk,True
69a2K,69A2k,False
69aUm,69aUm,True
69ciJ,69ciJ,True
69Gpe,69gPE,False
69Mqf,69MQi,False
69rN1,69rN1,True
69Udc,69Udc,True
69zI9,69zI9,True
6A4In,6A4n,False
6af7P,6AF7P,False
6AfMk,6AfMk,True
6ajRD,6ajRD,True
6AkI8,6AkI8,True
6AqHK,6AqHK,True
6AQrO,6AQrO,True
6AtJS,6AtJS,True
6aZ5p,6aZ5p,True
6b1nM,651NM,False
6B27H,6B27H,True
6B4Dv,6B4Dv,True
6b5WX,6b5WX,True
6B7WS,6B7WS,True
6bAFX,6bAFX,True
6Be7g,6Bc7g,False
6beUA,6beUA,True
6BGj7,6BGj7,True
6BGku,6BGku,True
6BnmW,6BnmW,True
6Bpre,6Bpre,True
6BwVF,6BwVF,True
6bxAU,6bxAU,True
6Bzrw,6Bzrw,True
6C1ER,6c1ER,False
6cCPe,6cCPe,True
6cdXt,6cdXt,True
6CeIF,6cEiF,False
6cFEG,6cEEG,False
6CFHV,6CEHV,False
6CfWG,6CfWG,True
6CGaJ,6CGaJ,True
6CGGD,6CGGD,True
6cGtj,6cGtj,True
6cHPE,6qHPE,False
6CiZS,6CiZS,True
6cmBm,6cMbM,False
6cO9x,6cO9x,True
